,Nome,Co,Fe,Ni,Si,Al,Cr,Mo,Nb,Ti,C,V,Zr,Mn,Cu,B,Y,Sn,Li,Mg,Zn,Sc,Hf,Ta,W,HV,SpecStrength,phases_BCC,phases_BCC + B2,phases_BCC + Im,phases_BCC + lm,phases_BCC+HCP,phases_FCC,phases_FCC + BCC,phases_FCC + BCC + B2,phases_FCC + BCC + Im,phases_FCC + HCP + Im,phases_FCC + Im,test_T
151,Mo0.7NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,14.89361702,21.27659574,21.27659574,0.0,21.27659574,21.27659574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,243.71428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,MoNbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,250.56338028169014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Mo1.3NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,24.52830189,18.86792453,18.86792453,0.0,18.86792453,18.86792453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,204.93150684931507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Mo1.5NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,27.27272727,18.18181818,18.18181818,0.0,18.18181818,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,216.6216216216216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Mo1.7NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,29.8245614,17.54385965,17.54385965,0.0,17.54385965,17.54385965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,219.33333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Mo2NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333,16.66666667,16.66666667,0.0,16.66666667,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,232.23684210526318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,MoNbTiV0.25Zr,0.0,0.0,0.0,0.0,0.0,0.0,23.52941176,23.52941176,23.52941176,0.0,5.882352941,23.52941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,243.2876712328767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,MoNbTiV0.50Zr,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222,22.22222222,22.22222222,0.0,11.11111111,22.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,228.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,MoNbTiV0.75Zr,0.0,0.0,0.0,0.0,0.0,0.0,21.05263158,21.05263158,21.05263158,0.0,15.78947368,21.05263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,237.22222222222223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,MoNbTiV1.0Zr,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,251.5492957746479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,MoNbTiV1.5Zr,0.0,0.0,0.0,0.0,0.0,0.0,18.18181818,18.18181818,18.18181818,0.0,27.27272727,18.18181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,244.3661971830986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,MoNbTiV2.0Zr,0.0,0.0,0.0,0.0,0.0,0.0,16.66666667,16.66666667,16.66666667,0.0,33.33333333,16.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,219.71428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,MoNbTiV3.0Zr,0.0,0.0,0.0,0.0,0.0,0.0,14.28571429,14.28571429,14.28571429,0.0,42.85714286,14.28571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,205.5072463768116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,MoNbTiZr,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,218.08219178082192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,NbTaTiV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,442.0,118.69565217391305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,NbTaVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,492.0,118.60465116279069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,NbTaTiVW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,447.0,127.92792792792793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,NbTiV0.3Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3030303,30.3030303,0.0,9.090909091,30.3030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,133.23076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,NbTiV0.3Mo0.1Zr,0.0,0.0,0.0,0.0,0.0,0.0,2.941176471,29.41176471,29.41176471,0.0,8.823529412,29.41176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,141.21212121212122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,NbTiV0.3Mo0.3Zr,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333,27.77777778,27.77777778,0.0,8.333333333,27.77777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,192.94117647058823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,NbTiV0.3Mo0.5Zr,0.0,0.0,0.0,0.0,0.0,0.0,13.15789474,26.31578947,26.31578947,0.0,7.894736842,26.31578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,188.55072463768116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,NbTiV0.3Mo0.7Zr,0.0,0.0,0.0,0.0,0.0,0.0,17.5,25.0,25.0,0.0,7.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,202.25352112676057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,NbTiV0.3MoZr,0.0,0.0,0.0,0.0,0.0,0.0,23.25581395,23.25581395,23.25581395,0.0,6.976744186,23.25581395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,199.31506849315068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,NbTiV0.3Mo1.3Zr,0.0,0.0,0.0,0.0,0.0,0.0,28.26086957,21.73913043,21.73913043,0.0,6.52173913,21.73913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,216.6216216216216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,NbTiV0.3Mo1.5Zr,0.0,0.0,0.0,0.0,0.0,0.0,31.25,20.83333333,20.83333333,0.0,6.25,20.83333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,210.13333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,169.84615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,NbTiVZr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,NbTiV2Zr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,143.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,CoCrCuFeMnNiTiV,12.5,12.5,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,179.72602739726028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
